Identifier,Name,Description,Organisational Structure,Primary Activity,Activities,Street Address,Locality,Region,Postcode,Country ID,Territory ID,Website,Phone,Email,Twitter,Facebook,Companies House Number,Qualifiers,Membership Type,Latitude,Longitude,Geo Container,Geo Container Latitude,Geo Container Longitude,Sector,SIC Section,SIC Code,Ownership Classification,Legal Form,Legal Form Subcategory 1,Legal Form Subcategory 1,UK Nation,Type of Organisation,Registered Status,Registered Number,Registrar,Incorporation Date,Dissolved Date,Organisation Name,WC Legal Form
R034131,Biomagnetic Pair Training UK,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA270,,4 Latimer Street,Romsey,Hampshire,SO51 8DG,GB,,http://www.biomagnetismpairs.co.uk,,,,,13541226,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Education,Education,85590,Workers,Company,Limited by Guarantee,"",England,Co-operative,Live,13541226,Companies House,30/7/2021,"",Biomagnetic Pair Training UK Limited,Limited by Guarantee
R025671,Metro-Boulot-Dodo,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA280,,2-4 Silver Walk,Leicester,Leicester,LE1 5EW,GB,,http://www.mbd.limited,,,,,04711097,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Arts and Culture,"",90030,Workers,Company,Limited by Guarantee,"",England,Co-operative,Live,04711097,Companies House,25/3/2003,"",Metro-Boulot-Dodo Limited,Limited by Guarantee
R024974,Common Knowledge,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA280,,"Pelican House
138-148 Cambridge Heath Road",London,Tower Hamlets,E1 5QJ,GB,,http://www.commonknowledge.coop,,,,,11620742,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,"Digital, Media and Communication",Information and Communication,62000,Workers,Company,Limited by Guarantee,"",England,Co-operative,Live,11620742,Companies House,12/10/2018,"",Common Knowledge Co-operative Ltd,Limited by Guarantee
R025286,Uigshader Living Forest Project,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA30,,"Abergeldie Cottage
Crathie",Ballater,Aberdeenshire,AB35 5TJ,GB,,http://www.facebook.com/uigshader/,,,,,SC584971,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Agriculture,"Agriculture, Forestry and Fishing",02100,Workers,Company,Limited by Guarantee,"",Scotland,Co-operative,Live,SC584971,Companies House,6/1/2018,"",Uigshader Living Forest Project Limited,Limited by Guarantee
R024501,Peccadillo Canal Boat,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA220,,"Canal House
1 Applecross Street",Glasgow,"Glasgow, City of",G4 9SP,GB,,http://www.peccadillobarge.co.uk,,,,,SC594700,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Transport,Transportation and Storage,50300,Workers,Company,Limited by Guarantee,"",Scotland,Co-operative,Live,SC594700,Companies House,18/4/2018,"",Peccadillo Canal Boat Limited,Limited by Guarantee
R026045,The Warehouse Cafe Co-operative,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA120,,54-57 Allison St,Birmingham,Birmingham,B5 5TH,GB,,https://www.thewarehousecafe.com/,,,,,11807406,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,"Food service, Accommodation and Pubs","",56102,Workers,Company,Limited by Guarantee,"",England,Co-operative,Live,11807406,Companies House,5/2/2019,"",The Warehouse Cafe Co-operative Limited,Limited by Guarantee
R025337,Coed Organic,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA260,,"Coed Hills Rural Artspace
Llantrithyd Rd 
St Hilary",Cowbridge,Vale of Glamorgan,CF71 7DP,GB,,http://www.coedorganic.co.uk,,,,,11632494,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Retail,Wholesale and Retail; Vehicle Repair,47810,Workers,Company,Limited by Guarantee,"",Wales,Co-operative,Live,11632494,Companies House,19/10/2018,"",Coed Organic Ltd,Limited by Guarantee
R025501,Fair Trademark Co-operative,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS130,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA110,,"c/o Whitnalls Accountants
Cotton House, Old Hall Street",Liverpool,Liverpool,L15 2HS,GB,,http://www.fairtrademark.co.uk,,,,,,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Professional and Legal services,"Professional, Scientific and Technical",74000,Workers,Society,Co-operative Society,"",England,Co-operative,Live,4552,FCA,21/12/2018,"",Fair Trademark Limited,Co-operative Society
R033093,Cross Cut Coop,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA70,,"Govan Workspace Unit 11
6 Harmony Row",Glasgow,"Glasgow, City of",G51 3BA,GB,,http://www.crosscutcoop.com,,,,,SC685352,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Other,Construction,41100,Workers,Company,Limited by Guarantee,"",Scotland,Co-operative,Live,SC685352,Companies House,8/1/2021,"",Cross Cut Coop Ltd,Limited by Guarantee
R033094,Phoenix Media Co-operative,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA280,,"6 Kingsway,
Saxlingham Thorpe",Norwich,Norfolk,NR15 1UA,GB,,http://www.phoenix.coop,,,,,13168002,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Arts and Culture,"",90030,Workers,Company,Limited by Guarantee,"",England,Co-operative,Live,13168002,Companies House,29/1/2021,"",Phoenix Media Co-operative Ltd,Limited by Guarantee
R033097,Rerooting Cooperative,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA110,,4/3 Bruntsfield Avenue,Edinburgh,City of Edinburgh,EH10 4EP,GB,,http://www.facebook.com/rerootingcoop,,,,,SC690761,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Professional and Legal services,"Professional, Scientific and Technical",71112,Workers,Company,Limited by Guarantee,"",Scotland,Co-operative,Live,SC690761,Companies House,1/3/2021,"",Rerooting Cooperative Ltd,Limited by Guarantee
R028590,Morality Co-operative,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS130,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA280,,2 Queens Road,Haywards Heath,West Sussex,RH16 1EB,GB,,http://www.morality.network,,,,,,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,"Digital, Media and Communication","",62011,Workers,Society,Co-operative Society,"",England,Co-operative,Live,4621,FCA,2/9/2019,"",Morality Co-operative Limited,Co-operative Society
R037053,Old Pup,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA280,,48 Ruddington Ln,Nottingham,Nottingham,NG11 7BH,GB,,https://www.theoldpup.com/,,,,,14516992,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Arts and Culture,"",90030,Workers,Company,Limited by Guarantee,"",England,Co-operative,Live,14516992,Companies House,30/11/2022,"",Old Pup Ltd,Limited by Guarantee
R035116,Newfield Medical Group,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA270,,"The Crescent
71 Lothian Crescent",Dundee,Dundee City,DD4 0HU,GB,,,,,,,SC721446,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Health and Social Care,Human Health and Social Work,86210,Workers,Company,Limited by Guarantee,"",Scotland,Co-operative,Live,SC721446,Companies House,31/1/2022,"",Newfield Medical Group Limited,Limited by Guarantee
R037081,Manchester Fruit Tree Cooperative,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA10,,"7 South View
Woodley",Stockport,Stockport,SK6 1PD,GB,,,,,,,14532304,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Agriculture,"Agriculture, Forestry and Fishing",01250,Workers,Company,Limited by Guarantee,"",England,Co-operative,Live,14532304,Companies House,9/12/2022,"",Manchester Fruit Tree Cooperative Limited,Limited by Guarantee
R023674,The Workers Theatre,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA280,,372b/8 Easter Road,Edinburgh,City of Edinburgh,EH6 8JP,GB,,http://www.workerstheatre.co.uk,,,,,SC553633,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Arts and Culture,"",90010,Workers,Company,Limited by Guarantee,"",Scotland,Co-operative,Live,SC553633,Companies House,4/1/2017,"",Workers Theatre Co-operative Limited,Limited by Guarantee
R033086,Earthlight Herbs,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS130,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA10,,"Valentine
Old Coach Road
Cross",Axbridge,Somerset,BS26 2EG,GB,,https://earthlight.uk/,,,,,,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Agriculture,"Agriculture, Forestry and Fishing",01280,Workers,Society,Co-operative Society,"",England,Co-operative,Live,4793,FCA,30/4/2021,"",Earthlight Herbs Limited,Co-operative Society
R032907,Multitudes,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA280,,"St. Georges House
29 Main Road",Romford,Havering,RM1 3DD,GB,,http://multitudes.coop,,,,,13283166,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,"Digital, Media and Communication","",62020,Workers,Company,Limited by Guarantee,"",England,Co-operative,Live,13283166,Companies House,22/3/2021,"",Multitudes Co-operative Ltd,Limited by Guarantee
R021173,Go Free Range,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA280,,"Lytchett House
13 Freeland Park
Wareham Road
Lytchett Matravers",Poole,Dorset,BH16 6FA,GB,,http://www.gofreerange.com,,,,,06789592,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,"Digital, Media and Communication","",62020,Workers,Company,Limited by Shares,"",England,Co-operative,Live,06789592,Companies House,13/1/2009,"",Go Free Range Limited,Limited by Shares
R020824,Glowbox Web Design,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA280,,51 The Grove,London,Enfield,N13 5LD,GB,,http://www.glowbox.coop,,,,,06733422,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,"Digital, Media and Communication","",62090,Workers,Company,Limited by Shares,"",England,Co-operative,Live,06733422,Companies House,27/10/2008,"",Glowbox Web Design Limited,Limited by Shares
R022004,Tripod,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA270,,525 Ferry Road,Edinburgh,City of Edinburgh,EH5 2FF,GB,,https://tripodtraining.org/,,,,,SC359892,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Education,Education,85590,Workers,Company,Limited by Guarantee,"",Scotland,Co-operative,Live,SC359892,Companies House,19/5/2009,"",Tripod Ltd,Limited by Guarantee
R015146,Mike Stoane Lighting,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA90,,"20 Dryden Road 
Bilston Glen Industrial Estate",Loanhead,Midlothian,EH20 9LZ,GB,,http://www.mikestoanelighting.com/,,,,,SC188910,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Manufacturing,Manufacturing,27400,Workers,Company,PLC,"",Scotland,Co-operative,Live,SC188910,Companies House,1/9/1998,"",Mike Stoane Lighting Ltd.,PLC
R036077,Canary Workers' Co-op,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA280,,85 Great Portland Street,London,Westminster,W1W 7LT,GB,,http://www.thecanary.co,,,,,14315286,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,"Digital, Media and Communication",Information and Communication,58190,Workers,Company,Limited by Guarantee,"",England,Co-operative,Live,14315286,Companies House,24/8/2022,"",Canary Workers' Co-op Ltd,Limited by Guarantee
R032655,MyCoolClass Co-operative,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS130,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA270,,198 Old Ford Road,London,Tower Hamlets,E2 9PT,GB,,http://www.mycoolclass.com,,,,,,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Education,Education,85590,Workers,Society,Co-operative Society,"",England,Co-operative,Live,4790,FCA,15/4/2021,"",MyCoolClass Co-operative Limited,Co-operative Society
R020713,Greengrow Co-operative,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA10,,"Berry Farm
Clarkes Lane
Ilketshall St Andrew",Beccles,Suffolk,NR34 8HR,GB,,http://www.greengrow.org.uk,,,,,06919172,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Agriculture,"Agriculture, Forestry and Fishing",01130,Workers,Company,Limited by Guarantee,"",England,Co-operative,Live,06919172,Companies House,29/5/2009,"",Greengrow Co-operative ltd.,Limited by Guarantee
R015388,Blake House,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA280,,93 Victoria Rise,London,Lambeth,SW4 0PB,GB,,http://blake.house,,,,,09961902,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,"Digital, Media and Communication",Information and Communication,59112,Workers,Company,Limited by Guarantee,"",England,Co-operative,Live,09961902,Companies House,20/1/2016,"",Blake House Productions Ltd,Limited by Guarantee
R037605,GCJ,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA120,,79 Stephendale Road,London,Hammersmith and Fulham,SW6 2PG,GB,,,,,,,14742676,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Other,Administrative and Support Services,82990,Workers,Company,Limited by Shares,"",England,Co-operative,Live,14742676,Companies House,20/3/2023,"",GCJ Cooperative LTD,Limited by Shares
R035102,T? Pren,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS130,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA70,,"Maes Y Llwynog
Cellan",Lampeter,Ceredigion,SA48 8JA,GB,,https://typren.co.uk/,,,,,,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Other,"",41202,Workers,Society,Co-operative Society,"",Wales,Co-operative,Live,4902,FCA,27/4/2022,"",T? Pren Cyf,Co-operative Society
R031425,More Brains Cooperative,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA110,,"Lewis Brownlee (Chichester) Ltd
Appledram Barns
Birdham Road",Chichester,West Sussex,PO20 7EQ,GB,,http://www.morebrainsconsulting.coop,,,,,12929631,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Professional and Legal services,"Professional, Scientific and Technical",70229,Workers,Company,Limited by Shares,"",England,Co-operative,Live,12929631,Companies House,5/10/2020,"",More Brains Cooperative Ltd,Limited by Shares
R034835,Yvant Cooperative,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS130,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA280,,"Kemp House
160 City Road",London,Islington,EC1V 2NX,GB,,https://yvant.coop,,,,,,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,"Digital, Media and Communication","",62020,Workers,Society,Co-operative Society,"",England,Co-operative,Live,4875,FCA,11/1/2022,"",Yvant Cooperative Limited,Co-operative Society
R020346,Beet The System,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS130,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA120,,"21 Eileen Road
Sparkhill",Birmingham,Birmingham,B11 4HX,GB,,http://www.beetthesystem.co.uk,,,,,,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,"Food service, Accommodation and Pubs",Accommodation and Food Services,56290,Workers,Society,Co-operative Society,"",England,Co-operative,Live,4355,FCA,4/1/2017,"",Beet The System Limited,Co-operative Society
R035501,Southside Allclean Coop,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA120,,"The Bell Jar
21 Dixon Avenue
Govanhill",Glasgow,"Glasgow, City of",G42 8EB,GB,,http://www.southsideallclean.com,,,,,SC725956,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Housing,Administrative and Support Services,81299,Workers,Company,Limited by Guarantee,"",Scotland,Co-operative,Live,SC725956,Companies House,11/3/2022,"",Southside Allclean Coop,Limited by Guarantee
R034337,Interisland Collective,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS130,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA280,,"2A Hampden Square
Southgate",London,Barnet,N14 5JR,GB,,http://www.interislandcollective.com,,,,,,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Arts and Culture,"",90030,Workers,Society,Co-operative Society,"",England,Co-operative,Live,4843,FCA,4/11/2021,"",Interisland Collective Limited,Co-operative Society
R035048,Thamesmead Texas,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA280,,"Southmere Lake Complex
Bazalgette Way",London,Bexley,SE2 9AN,GB,,https://thamesmeadtexas.com,,,,,13329880,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Arts and Culture,"",90030,Workers,Company,Limited by Guarantee,"",England,Co-operative,Live,13329880,Companies House,12/4/2021,"",Thamesmead Texas Ltd,Limited by Guarantee
